City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,Okha,53.5739,142.9478,33.01,98,100,16.22,RU,2021-04-03 03:22:51
382,Ust-Kut,56.7938,105.7672,33.89,87,100,12.97,RU,2021-04-03 03:21:26
383,Langfang,39.5097,116.6947,63.0,16,77,4.0,CN,2021-04-03 03:22:51
384,Charyshskoye,51.3978,83.5598,34.79,57,31,2.68,RU,2021-04-03 03:22:52
385,Tekeli,44.83,78.8239,30.47,73,94,4.18,KZ,2021-04-03 03:22:52
386,Provideniya,64.3833,-173.3,12.94,89,100,11.07,RU,2021-04-03 03:15:49
387,Ozernovskiy,51.5,156.5167,29.66,75,79,3.06,RU,2021-04-03 03:22:52
388,Les Cayes,18.2,-73.75,75.22,81,2,4.16,HT,2021-04-03 03:22:53
389,Wanlaweyn,2.6185,44.8938,79.48,80,45,7.7,SO,2021-04-03 03:22:53
390,Srem,52.0887,17.0151,37.0,87,0,5.75,PL,2021-04-03 03:22:53
391,Ternate,0.8,127.4,86.02,68,44,10.94,ID,2021-04-03 03:18:21
392,Rio Gallegos,-51.6226,-69.2181,50.0,87,90,2.3,AR,2021-04-03 03:22:53
393,Margate,51.3813,1.3862,43.0,67,36,8.01,GB,2021-04-03 03:15:26
394,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.4,44,9,11.18,RU,2021-04-03 03:20:48
395,Buarcos,40.166,-8.8768,54.0,100,40,2.3,PT,2021-04-03 03:22:54
396,Kununurra,-15.7667,128.7333,93.2,40,100,17.27,AU,2021-04-03 03:20:18
397,Mecca,21.4267,39.8261,69.57,39,94,8.7,SA,2021-04-03 03:22:54
398,Saint-Joseph,-21.3667,55.6167,77.0,88,75,10.36,RE,2021-04-03 03:15:32
399,Tallahassee,30.4383,-84.2807,48.2,61,1,3.44,US,2021-04-03 03:16:41
400,Price,39.5994,-110.8107,51.8,25,1,9.22,US,2021-04-03 03:22:54
401,Ahipara,-35.1667,173.1667,69.55,65,3,5.82,NZ,2021-04-03 03:16:56
402,Oussouye,12.485,-16.5469,71.6,94,0,4.61,SN,2021-04-03 03:22:55
403,Portland,45.5234,-122.6762,57.2,51,75,5.75,US,2021-04-03 03:12:01
404,Boone,39.0334,-92.3335,55.4,35,0,10.36,US,2021-04-03 03:22:55
405,Ayagoz,47.9714,80.4392,38.98,50,2,10.0,KZ,2021-04-03 03:22:55
406,Karratha,-20.7377,116.8463,94.86,23,2,7.56,AU,2021-04-03 03:22:56
407,Ocampo,21.65,-101.5,48.2,88,100,9.89,MX,2021-04-03 03:22:56
408,Akdepe,42.0551,59.3788,51.8,50,0,9.22,TM,2021-04-03 03:22:56
409,Kailua,21.4022,-157.7394,77.0,73,75,13.8,US,2021-04-03 03:22:56
410,San Policarpo,12.1791,125.5072,83.52,67,18,7.72,PH,2021-04-03 03:16:35
411,Crisnee,50.717,5.398,41.0,93,75,8.05,BE,2021-04-03 03:22:57
412,Durban,-29.8579,31.0292,68.0,73,20,8.05,ZA,2021-04-03 03:22:57
413,Avigliana,45.0771,7.3986,51.01,61,1,3.0,IT,2021-04-03 03:22:57
414,Churapcha,62.0025,132.4325,6.31,73,100,8.75,RU,2021-04-03 03:22:57
415,Vostok,46.4856,135.8833,38.75,76,100,14.03,RU,2021-04-03 03:16:16
416,Johnstown,40.3267,-78.922,27.0,46,1,14.97,US,2021-04-03 03:22:58
417,Garoua,9.3,13.4,77.52,16,32,2.28,CM,2021-04-03 03:20:03
418,Santiago Del Estero,-27.7951,-64.2615,72.95,53,100,7.09,AR,2021-04-03 03:17:58
419,Dhekiajuli,26.7,92.5,82.15,33,0,10.85,IN,2021-04-03 03:22:58
420,Haapiti,-17.5667,-149.8667,80.6,74,75,4.61,PF,2021-04-03 03:22:59
421,Iracoubo,5.4802,-53.2011,77.2,89,100,9.28,GF,2021-04-03 03:22:59
422,Shalakusha,62.2247,40.2539,26.53,99,100,0.69,RU,2021-04-03 03:22:59
423,Katsuura,35.1333,140.3,68.0,55,75,5.75,JP,2021-04-03 03:16:31
424,Meulaboh,4.1363,96.1285,79.93,77,99,3.74,ID,2021-04-03 03:15:46
425,Mapastepec,15.4333,-92.9,82.38,47,0,6.67,MX,2021-04-03 03:23:00
426,Hammerfest,70.6634,23.6821,32.0,93,90,13.8,NO,2021-04-03 03:23:00
427,Sarh,9.1429,18.3923,77.0,25,0,4.43,TD,2021-04-03 03:23:00
428,Bara,10.3744,10.7288,73.81,10,3,8.34,NG,2021-04-03 03:20:25
429,Aberdeen,57.1437,-2.0981,39.2,81,75,10.36,GB,2021-04-03 03:23:00
430,Waspan,14.7419,-83.9717,72.12,91,3,3.91,NI,2021-04-03 03:22:10
431,Homer,59.6425,-151.5483,30.2,74,75,9.22,US,2021-04-03 03:16:05
432,Talas,38.6908,35.5538,37.4,93,75,4.92,TR,2021-04-03 03:23:01
433,Aykhal,66.0,111.5,-8.86,90,92,6.17,RU,2021-04-03 03:23:01
434,Lexington Park,38.2668,-76.4538,39.2,38,1,9.22,US,2021-04-03 03:21:55
435,Kupang,-10.1667,123.5833,73.4,100,90,6.91,ID,2021-04-03 03:15:43
436,Flinders,-34.5833,150.8552,82.99,53,0,4.0,AU,2021-04-03 03:17:14
437,Breytovo,58.2993,37.8617,25.05,97,84,3.33,RU,2021-04-03 03:23:01
438,Mazagao,-0.115,-51.2894,82.4,100,40,5.75,BR,2021-04-03 03:23:02
439,Marawi,7.9986,124.2928,78.69,74,100,4.94,PH,2021-04-03 03:16:33
440,Kuytun,54.3419,101.5036,34.03,76,100,7.99,RU,2021-04-03 03:23:02
441,Aras,42.5617,-2.356,51.8,82,0,11.5,ES,2021-04-03 03:23:02
442,Kijang,35.2442,129.2139,69.8,60,75,8.05,KR,2021-04-03 03:16:14
443,Dicabisagan,17.0818,122.4157,84.6,58,0,4.36,PH,2021-04-03 03:23:03
444,Salinopolis,-0.6136,-47.3561,78.39,83,35,7.85,BR,2021-04-03 03:23:03
445,Ritchie,-29.038,24.6028,46.4,87,0,2.3,ZA,2021-04-03 03:23:03
446,Basco,20.4487,121.9702,79.66,76,17,9.66,PH,2021-04-03 03:23:03
447,Chambarak,40.5966,45.355,31.14,78,73,3.51,AM,2021-04-03 03:23:04
448,Jalu,29.0331,21.5482,59.47,34,0,8.34,LY,2021-04-03 03:23:04
449,Diedorf,48.35,10.7667,37.99,75,75,6.91,DE,2021-04-03 03:23:04
450,Mirabad,30.4362,61.8383,76.08,16,47,8.63,AF,2021-04-03 03:23:05
451,Sangar,63.9242,127.4739,-2.0,87,100,2.51,RU,2021-04-03 03:23:05
452,Huanuco,-9.9329,-76.2415,61.72,95,79,3.15,PE,2021-04-03 03:23:05
453,Avezzano,42.0402,13.4388,45.0,82,0,1.99,IT,2021-04-03 03:23:05
454,Kachiry,53.0675,76.1036,23.99,87,49,10.87,KZ,2021-04-03 03:23:06
455,Gomel,52.4345,30.9754,35.01,86,0,6.71,BY,2021-04-03 03:23:06
456,Pore,5.7272,-71.9947,76.87,68,88,3.78,CO,2021-04-03 03:23:06
457,Kyra,49.5776,111.9753,39.51,32,0,6.13,RU,2021-04-03 03:23:06
458,Mopti,14.6667,-4.0,77.0,22,0,4.61,ML,2021-04-03 03:23:07
459,Yumen,40.2833,97.2,46.94,29,100,25.5,CN,2021-04-03 03:23:07
460,Morgan City,29.6994,-91.2068,48.2,87,1,5.17,US,2021-04-03 03:23:07
461,Mortka,59.3322,66.0214,33.31,98,100,6.4,RU,2021-04-03 03:23:07
462,Portobelo,9.55,-79.65,79.0,86,79,28.99,PA,2021-04-03 03:23:08
463,Basqal,40.7552,48.391,44.6,93,40,0.83,AZ,2021-04-03 03:23:08
464,Praia Da Vitoria,38.7333,-27.0667,61.0,88,75,24.36,PT,2021-04-03 03:15:45
465,York,40.1254,-77.0,37.4,25,1,8.05,US,2021-04-03 03:23:08
466,Gadsden,34.0143,-86.0066,37.4,81,1,3.83,US,2021-04-03 03:23:09
467,Warri,5.5167,5.75,78.46,90,99,2.15,NG,2021-04-03 03:18:14
468,Henties Bay,-22.116,14.2845,62.01,88,4,1.99,NA,2021-04-03 03:15:26
469,Sakakah,29.9697,40.2064,50.0,50,0,10.36,SA,2021-04-03 03:12:03
470,Tezu,27.9167,96.1667,82.85,29,23,3.71,IN,2021-04-03 03:15:55
471,Alegrete,-29.7831,-55.7919,64.04,74,35,11.07,BR,2021-04-03 03:23:09
472,Garbolovo,60.3413,30.4955,33.01,70,99,2.86,RU,2021-04-03 03:23:09
473,Poum,-20.2333,164.0167,79.38,82,95,7.07,NC,2021-04-03 03:15:48
474,Morgantown,39.6295,-79.9559,30.2,55,1,2.42,US,2021-04-03 03:18:28
475,Oromocto,45.8351,-66.4792,26.6,63,1,4.61,CA,2021-04-03 03:23:10
476,Alofi,-19.0595,-169.9187,84.2,74,91,11.5,NU,2021-04-03 03:20:49
477,Jiwani,25.05,61.7417,80.44,63,0,8.01,PK,2021-04-03 03:23:10
478,Tricase,39.9304,18.3553,57.0,100,0,10.36,IT,2021-04-03 03:23:10
479,Saint Anthony,45.0205,-93.218,55.4,32,1,12.66,US,2021-04-03 03:17:19
480,Adrar,20.5022,-10.0711,82.72,8,99,8.77,MR,2021-04-03 03:16:29
481,Bartica,6.4,-58.6167,75.2,94,20,4.61,GY,2021-04-03 03:16:42
482,Edmundston,47.3737,-68.3251,17.6,85,19,4.61,CA,2021-04-03 03:23:11
483,Cowra,-33.8333,148.6833,72.0,38,0,1.99,AU,2021-04-03 03:23:11
484,Leningradskiy,69.3833,178.4167,-9.67,92,79,3.38,RU,2021-04-03 03:15:38
485,Safaga,26.7292,33.9365,60.8,39,0,8.05,EG,2021-04-03 03:23:11
486,Ust-Maya,60.4167,134.5333,8.98,73,100,12.03,RU,2021-04-03 03:23:11
487,Lensk,60.7253,114.9278,17.02,81,100,6.02,RU,2021-04-03 03:23:12
488,Volosovo,59.4333,29.4833,32.0,93,90,6.71,RU,2021-04-03 03:23:12
489,Olga,43.7444,135.2892,47.79,71,100,3.4,RU,2021-04-03 03:23:12
490,Bahir Dar,11.5936,37.3908,66.52,59,10,3.11,ET,2021-04-03 03:23:13
491,Malangwa,26.8568,85.5581,85.73,7,0,10.49,NP,2021-04-03 03:23:13
492,Moses Lake,47.1301,-119.2781,60.8,29,1,5.75,US,2021-04-03 03:23:13
493,Kursavka,44.4564,42.5093,44.6,76,94,6.71,RU,2021-04-03 03:23:13
494,Samarai,-10.6167,150.6667,84.74,69,73,13.89,PG,2021-04-03 03:20:06
495,Kathmandu,27.7167,85.3167,62.6,45,20,2.3,NP,2021-04-03 03:22:08
496,Pacific Grove,36.6177,-121.9166,52.0,85,6,4.74,US,2021-04-03 03:15:19
497,Sept-Iles,50.2001,-66.3821,28.99,93,90,3.44,CA,2021-04-03 03:20:29
498,Shihezi,44.3,86.0333,41.99,58,97,2.66,CN,2021-04-03 03:23:14
499,Filingue,14.3521,3.3168,73.35,10,0,9.1,NE,2021-04-03 03:23:14
500,Dauphin,51.1494,-100.0502,41.0,65,1,9.22,CA,2021-04-03 03:23:14
501,Ostrovnoy,68.0531,39.5131,21.49,97,99,8.52,RU,2021-04-03 03:10:18
502,Saint Pete Beach,27.7253,-82.7412,55.0,30,0,1.01,US,2021-04-03 03:23:15
503,Ushtobe,45.2514,77.9838,41.02,55,94,7.58,KZ,2021-04-03 03:23:15
504,Mosquera,4.7059,-74.2302,57.2,82,40,4.61,CO,2021-04-03 03:17:21
505,Paamiut,61.994,-49.6678,24.31,95,100,14.27,GL,2021-04-03 03:17:04
506,Malanje,-9.5402,16.341,62.64,98,100,2.77,AO,2021-04-03 03:19:25
507,Ola,59.5833,151.2833,24.37,52,24,4.18,RU,2021-04-03 03:23:16
508,Bakel,14.905,-12.4568,85.62,7,11,8.25,SN,2021-04-03 03:23:16
509,Minot,48.2325,-101.2963,48.2,29,1,6.44,US,2021-04-03 03:23:16
510,Hobyo,5.3505,48.5268,81.5,77,44,6.98,SO,2021-04-03 03:23:16
511,Liberal,37.0431,-100.921,53.6,50,1,14.97,US,2021-04-03 03:23:17
512,Cervo,43.6702,-7.4101,54.0,92,24,3.0,ES,2021-04-03 03:23:17
513,Inongo,-1.95,18.2667,71.85,93,100,1.81,CD,2021-04-03 03:23:17
514,Lake Havasu City,34.4839,-114.3224,84.2,10,1,3.44,US,2021-04-03 03:21:29
515,Volkhov,59.9258,32.3382,28.0,96,100,2.48,RU,2021-04-03 03:23:17
516,Ca Mau,9.1769,105.15,93.69,45,83,3.58,VN,2021-04-03 03:23:18
517,Launceston,-41.45,147.1667,78.8,41,0,17.27,AU,2021-04-03 03:23:18
518,Oshnaviyeh,37.0397,45.0983,37.4,70,75,4.61,IR,2021-04-03 03:23:18
519,Kungurtug,50.5994,97.5228,27.07,57,67,0.67,RU,2021-04-03 03:19:53
520,Furano,43.2818,142.4743,55.4,54,75,17.27,JP,2021-04-03 03:23:18
521,Terney,45.0503,136.6092,47.64,71,100,7.85,RU,2021-04-03 03:23:19
522,Strezhevoy,60.7333,77.5889,35.6,80,75,8.95,RU,2021-04-03 03:23:19
523,Chara,56.9064,118.2631,11.68,72,79,2.01,RU,2021-04-03 03:16:16
524,Ravar,31.2656,56.8055,71.65,27,26,6.26,IR,2021-04-03 03:23:19
525,Rantepao,-2.9701,119.8978,82.99,45,100,3.85,ID,2021-04-03 03:23:20
526,Tayu,-6.5397,111.0518,87.4,62,18,7.9,ID,2021-04-03 03:23:20
527,Aksu,41.1231,80.2644,42.98,58,89,10.11,CN,2021-04-03 03:23:20
528,Pattani,6.75,100.4167,87.8,70,20,4.65,TH,2021-04-03 03:23:20
529,Salym,60.0625,71.4789,33.42,92,100,7.87,RU,2021-04-03 03:23:21
530,College,64.8569,-147.8028,14.0,57,90,4.61,US,2021-04-03 03:15:51
531,Porto Novo,6.4965,2.6036,82.4,83,40,10.36,BJ,2021-04-03 03:20:20
532,Idar,49.7167,7.3,43.0,75,75,6.91,DE,2021-04-03 03:23:21
533,Muli,2.9167,73.5667,83.01,76,21,13.69,MV,2021-04-03 03:23:21
534,Yar-Sale,66.8333,70.8333,28.13,97,100,7.18,RU,2021-04-03 03:16:20
535,Cape Canaveral,28.4058,-80.6048,59.0,62,40,10.36,US,2021-04-03 03:14:01
536,Lavrentiya,65.5833,-171.0,7.16,80,98,12.93,RU,2021-04-03 03:16:22
537,Papenburg,53.0667,7.4,39.99,93,11,2.3,DE,2021-04-03 03:23:22
538,Luz,-19.8014,-45.6856,69.35,67,81,3.36,BR,2021-04-03 03:23:22
539,Ous,60.9058,61.5186,30.43,94,100,4.74,RU,2021-04-03 03:23:22
540,Havre-Saint-Pierre,50.2334,-63.5986,28.4,93,90,12.66,CA,2021-04-03 03:23:22
541,Neulengbach,48.1974,15.9022,43.0,65,68,3.0,AT,2021-04-03 03:23:23
542,Vardo,70.3705,31.1107,30.33,76,45,6.64,NO,2021-04-03 03:23:23
543,Amahai,-3.3333,128.9167,87.12,62,96,3.0,ID,2021-04-03 03:23:23
544,Pangai,-19.8,-174.35,86.0,74,75,6.91,TO,2021-04-03 03:16:42
545,Krasnoselkup,65.7,82.4667,20.55,93,100,7.29,RU,2021-04-03 03:23:24
546,Luangwa,-15.6167,30.4167,62.26,87,0,1.25,ZM,2021-04-03 03:23:24
547,Chicama,-7.8447,-79.1469,71.76,77,96,4.99,PE,2021-04-03 03:23:24
548,Nanortalik,60.1432,-45.2371,35.55,99,100,2.37,GL,2021-04-03 03:15:23
549,Lardos,36.0942,28.0157,57.2,82,20,3.44,GR,2021-04-03 03:23:24
550,Goderich,43.7501,-81.7165,28.4,54,56,4.61,CA,2021-04-03 03:23:25
551,Avera,33.194,-82.5271,39.2,75,1,4.7,US,2021-04-03 03:15:56
552,Ouadda,8.0777,22.4007,71.04,44,100,3.06,CF,2021-04-03 03:23:25
553,Mbaiki,3.8678,17.9892,72.7,79,100,1.81,CF,2021-04-03 03:23:25
554,Teya,60.3778,92.6267,30.63,86,100,9.26,RU,2021-04-03 03:23:26
555,Bilma,18.6853,12.9164,68.76,14,4,7.09,NE,2021-04-03 03:15:33
556,Zhanaozen,43.3,52.8,42.96,85,17,10.16,KZ,2021-04-03 03:23:26
557,Lafiagi,8.8667,5.4167,77.79,28,49,3.62,NG,2021-04-03 03:23:26
558,Bekhtery,46.251,32.2927,42.8,93,75,13.42,UA,2021-04-03 03:23:26
559,Laguna,38.421,-121.4238,66.2,48,1,6.91,US,2021-04-03 03:14:15
560,Ngorongoro,-3.2397,35.4875,51.89,95,100,3.36,TZ,2021-04-03 03:23:27
561,Linxia,35.6003,103.2064,37.35,95,100,2.59,CN,2021-04-03 03:23:27
562,Tiarei,-17.5333,-149.3333,80.6,74,75,4.61,PF,2021-04-03 03:23:10
563,Nouakchott,18.0858,-15.9785,77.0,47,95,17.27,MR,2021-04-03 03:23:27
564,Sur,22.5667,59.5289,85.37,31,7,4.16,OM,2021-04-03 03:20:21
565,Rio Grande,-32.035,-52.0986,67.89,70,52,11.41,BR,2021-04-03 03:20:00
566,Lubao,14.9167,120.55,91.4,49,75,2.3,PH,2021-04-03 03:23:28
567,Kenora,49.8167,-94.4337,44.6,49,40,3.44,CA,2021-04-03 03:23:28
568,Lerwick,60.1545,-1.1494,42.8,70,90,9.22,GB,2021-04-03 03:23:28
569,Sambava,-14.2667,50.1667,74.68,88,32,9.28,MG,2021-04-03 03:15:14
570,Waddan,29.1614,16.139,62.69,29,0,6.17,LY,2021-04-03 03:20:41
571,Srandakan,-7.9386,110.2506,87.53,55,18,1.61,ID,2021-04-03 03:23:29
572,Bayji,34.9311,43.487,51.87,64,33,18.16,IQ,2021-04-03 03:23:30
573,Rincon,32.296,-81.2354,41.0,70,1,4.63,US,2021-04-03 03:14:35
574,Shache,38.4167,77.2406,44.76,54,6,2.68,CN,2021-04-03 03:23:31
